"grdc_no","wmo_reg","sub_reg","river","station","country","latitude","longitude","area","altitude","d_start","d_end","d_yrs","d_miss","m_start","m_end","m_yrs","m_miss","t_start","t_end","t_yrs","lta_discharge","r_volume_yr","r_height_yr"
"1653310","1","53","RUKOZIRI","MAKORONKWE","BI","-4.2042","29.8786","298","1300","","","","","1986","1990","5","0","1986","1990","5","4.563","0.143898768","482.8817718"
"1653320","1","53","MUTSINDOZI","GICACA","BI","-3.4508","30.5194","405.3","1180","","","","","1979","1981","3","14.28571429","1979","1981","3","4.375","0.13797","340.4145078"
"1653321","1","53","MUTSINDOZI","KAYOGORO","BI","-4.2289","29.7653","254.5","1300","","","","","1986","1987","2","0","1986","1987","2","n.a.","n.a.","n.a."
"1653330","1","53","MUYOVOZI","GIHOFI","BI","-3.9875","30.1278","789.2","1180","","","","","1975","1990","16","0","1975","1990","16","7.662","0.241628832","306.1693259"
"1653335","1","53","MUSASA","BUGIGA","BI","-3.916","30.03","236.8","1300","","","","","1986","1990","5","0","1986","1990","5","2.737","0.086314032","364.5018243"
"1653350","1","53","RUMPUNGWE","GISURU","BI","-3.45","30.5097","667.7","1200","","","","","1987","1990","4","0","1987","1990","4","9.647","0.304227792","455.635453"
"1655100","1","55","KUNENE RIVER","CHITADO (44740026)","AO","-17.35","13.883333","94741","-999","1971","1973","3","1.875732708","","","","","1971","1973","3","44.814","1.413254304","14.91702963"
"1655101","1","55","KUNENE RIVER","IACAVALA (44740008)","AO","-17.283333","14.516667","91052","-999","1967","1973","7","3.330291971","","","","","1967","1973","7","169.95","5.3595432","58.86244344"
"1655102","1","55","KUNENE RIVER","ROCADAS (44740022)","AO","-16.733333","14.966667","56423","-999","1966","1973","8","14.31364881","","","","","1966","1973","8","146.968","4.634782848","82.14350261"
"1655103","1","55","KUNENE RIVER","MATUNTO (44740020)","AO","-15.366667","15.283333","41206","-999","1967","1973","7","0.547445255","","","","","1967","1973","7","160.429","5.059288944","122.7803947"
"1655104","1","55","KUNENE RIVER","VILA FOLGARES (44740024)","AO","-14.9","15.083333","35491","-999","1963","1973","11","12.72926362","","","","","1963","1973","11","160.298","5.055157728","142.4349195"
"1655105","1","55","KUNENE RIVER","LUCEQUE (44740016)","AO","-14.633333","15.083333","18143","-999","1967","1973","7","0.091240876","","","","","1967","1973","7","151.656","4.782623616","263.6071"
"1655106","1","55","KUNENE RIVER","JAMBA IA MINA (44740015)","AO","-14.216667","15.4","13409","-999","1966","1973","8","0.430191631","","","","","1966","1973","8","119.505","3.76870968","281.0582206"
"1655107","1","55","KUNENE RIVER","JAMBA IA HOMA (44740014)","AO","-13.766667","15.5","7954","-999","1966","1973","8","0.391083301","","","","","1966","1973","8","82.465","2.60061624","326.9570329"
"1655108","1","55","KUNENE RIVER","GOVE II (44740025)","AO","-13.45","15.883333","4496","-999","1970","1973","4","1.551094891","","","","","1970","1973","4","27.033","0.852512688","189.6158114"
"1655110","1","55","CUANDO","LUCUNDE (44740017)","AO","-13.783333","15.416667","1479","-999","1967","1973","7","0","","","","","1967","1973","7","13.186","0.415833696","281.1586856"
"1655120","1","55","COLUI","CATEMBULO (44740004)","AO","-15.366667","15.85","5119","-999","1968","1973","6","2.336448598","","","","","1968","1973","6","4.666","0.147146976","28.74525806"
"1655130","1","55","CALAI","CHISSOLA (44740010)","AO","-13.25","15.583333","958","-999","1966","1972","7","0.547445255","","","","","1966","1972","7","9.608","0.302997888","316.2817203"
"1657100","1","57","OKAVANGO RIVER","CHISSOMBO (44932109)","AO","-17.466667","18.483333","73645","-999","1969","1974","6","0.054764513","","","","","1969","1974","6","126.988","4.004693568","54.37834976"
"1657101","1","57","OKAVANGO RIVER","CAIUNDO (44932101)","AO","-15.7","17.466667","35441","-999","1965","1974","10","11.28688774","","","","","1965","1974","10","147.968","4.666318848","131.6644239"
"1657102","1","57","OKAVANGO RIVER","CHINHAMA (44932108)","AO","-13.05","16.366667","1389","-999","1964","1974","11","3.395399781","","","","","1964","1974","11","20.078","0.633179808","455.8529935"
"1657110","1","57","CUTATO NGANGUELA","CUTATO (44932105)","AO","-14.366667","16.5","3101","-999","1965","1974","10","13.29479769","","","","","1965","1974","10","24.554","0.774334944","249.7049158"
"1657120","1","57","CUCHI","CUCHI (44932106)","AO","-14.666667","16.9","10286","-999","1965","1974","10","16.12412534","","","","","1965","1974","10","40.753","1.285186608","124.9452273"
"1657130","1","57","CACUCHI","CAMUE (44932104)","AO","-13.833333","16.883333","1933","-999","1969","1974","6","0.047984645","","","","","1969","1974","6","12.388","0.390667968","202.1044842"
"1657200","1","57","CUIRIRI","PONTE (44932115)","AO","-14.683333","18.666667","1757","-999","1966","1974","9","36.3449692","","","","","1966","1974","9","8.195","0.25843752","147.090222"
"1662100","1","62","NILE RIVER","DONGOLA","SD","19.18","30.48","-999","212","","","","","1912","1984","73","0","1912","1984","73","2629.605","82.92722328","n.a."
"1662200","1","62","NILE RIVER","HUDEIBA + HASSANAB","SD","17.65","33.65","-999","-999","","","","","1908","1982","75","0","1908","1982","75","2374.848","74.89320653","n.a."
"1662500","1","62","NILE RIVER","TAMANIAT","SD","15.95","32.63","-999","-999","","","","","1911","1982","72","0","1911","1982","72","2356.702","74.32095427","n.a."
"1663100","1","63","BLUE NILE","KHARTOUM","SD","15.62","32.55","325000","363","","","","","1900","1982","83","1.104417671","1900","1982","83","1573.681","49.62760402","152.70032"
"1663500","1","63","BLUE NILE","SENNAR","SD","13.55","33.47","-999","-999","","","","","1912","1982","71","0","1912","1982","71","1446.758","45.62496029","n.a."
"1663800","1","63","BLUE NILE","ROSEIRES DAM","SD","11.85","34.38","210000","-999","","","","","1912","1982","71","0","1912","1982","71","1557.562","49.11927523","233.9013106"
"1664100","1","64","ATBARA, NAHR","KILO 3","SD","17.681","34.003","69000","334","","","","","1912","1982","71","7.042253521","1912","1982","71","376.201","11.86387474","171.9402136"
"1664500","1","64","KHASHM EL GIRBA CANAL","KHASHM EL GIRBA CANAL","SD","14.97","35.92","-999","-999","","","","","1974","1982","9","24.75247525","1974","1982","9","44.882","1.415398752","n.a."
"1664600","1","64","ATBARA, NAHR","DOWMSTREAM KHASHM EL GIRBA DAM","SD","14.97","35.92","-999","-999","","","","","1973","1981","9","29.62962963","1973","1981","9","305.791","9.643424976","n.a."
"1666100","1","66","SOBAT, RIVER","HILLET DOLEIB","SS","9.37","31.63","230666","-999","","","","","1905","1982","78","32.7991453","1905","1982","78","38.249","1.206220464","5.229294582"
"1666101","1","66","SOBAT, RIVER","D/S KHOR NYANDING","SS","8.666667","32.666667","-999","-999","","","","","1934","1947","14","46.2962963","1934","1947","14","38.332","1.208837952","n.a."
"1666102","1","66","SOBAT, RIVER","NASSER (D/S BARO-PIBOR)","SS","8.633333","33.066667","-999","-999","","","","","1929","1947","19","0","1929","1947","19","33.957","1.070867952","n.a."
"1666110","1","66","FUL LUS, KHOR","AT THE MOUTH","SS","9.3","31.68","-999","-999","","","","","1929","1940","12","50.3875969","1929","1940","12","0.427","0.013465872","n.a."
"1666120","1","66","NYANDING, KHOR","AT THE MOUTH","SS","8.666667","32.65","-999","-999","","","","","1934","1947","14","69.56521739","1934","1947","14","n.a.","n.a.","n.a."
"1666130","1","66","TWALOR, KHOR","AT THE MOUTH","SS","8.55","32.95","-999","-999","","","","","1934","1947","14","61.25","1934","1947","14","n.a.","n.a.","n.a."
"1666140","1","66","WAKAU, KHOR","AT THE MOUTH","SS","8.633333","33.066667","-999","-999","","","","","1934","1947","14","68.75","1934","1947","14","n.a.","n.a.","n.a."
"1666200","1","66","BARO","NEAR THE MOUTH (U/S BARO-PIBOR JUNC.)","SS","8.4333","33.25","-999","-999","","","","","1929","1947","19","57.45614035","1929","1947","19","25.409","0.801298224","n.a."
"1666201","1","66","BARO","D/S KHOR MAKEIR HEAD","SS","8.45","33.3","-999","-999","","","","","1945","1947","3","48.27586207","1945","1947","3","n.a.","n.a.","n.a."
"1666202","1","66","BARO","D/S BARO-ADURA JUNCTION","SS","8.45","33.4","-999","-999","","","","","1943","1947","5","60.37735849","1943","1947","5","n.a.","n.a.","n.a."
"1666203","1","66","BARO","U/S BARO-ADURA JUNCTION","SS","8.45","33.4","-999","-999","","","","","1945","1947","3","46.66666667","1945","1947","3","n.a.","n.a.","n.a."
"1666204","1","66","BARO","D/S KHOR MACHAR HEAD","SS","8.4833","33.65","-999","-999","","","","","1945","1947","3","55.17241379","1945","1947","3","n.a.","n.a.","n.a."
"1666210","1","66","MAKEIR, KHOR","AT ITS HEAD","SS","8.4667","33.3167","-999","-999","","","","","1945","1947","3","43.33333333","1945","1947","3","n.a.","n.a.","n.a."
"1666230","1","66","MACHAR, KHOR","OFFTAKE FROM BARO","SS","8.4833","33.65","-999","-999","","","","","1928","1947","20","28.1512605","1928","1947","20","2.755","0.08688168","n.a."
"1666504","1","66","PIBOR WENZ","U/S GILO MOUTH","SS","8.15","33.1833","-999","-999","","","","","1929","1942","14","35.97560976","1929","1942","14","7.151","0.225513936","n.a."
"1666505","1","66","PIBOR WENZ","D/S AKOBO MOUTH","SS","7.8167","33.05","-999","-999","","","","","1929","1933","5","0","1929","1933","5","4.126","0.130117536","n.a."
"1666506","1","66","PIBOR WENZ","U/S AKOBO MOUTH","SS","7.7833","33.0333","-999","-999","","","","","1929","1944","16","22.39583333","1929","1944","16","2.961","0.093378096","n.a."
"1666507","1","66","PIBOR WENZ","PIBOR POST","SS","6.8","33.1333","-999","-999","","","","","1928","1932","5","8.333333333","1928","1932","5","1.195","0.03768552","n.a."
"1666530","1","66","GILO","AT THE MOUTH","SS","8.15","33.1833","-999","-999","","","","","1929","1947","19","50.44642857","1929","1947","19","3.939","0.124220304","n.a."
"1666540","1","66","GENI, KHOR","AT THE MOUTH","SS","7.8167","32.9833","-999","-999","","","","","1934","1944","11","72.95081967","1934","1944","11","n.a.","n.a.","n.a."
"1666550","1","66","AKOBO WENZ","AT THE MOUTH","SS","7.7833","33.0667","-999","-999","","","","","1929","1944","16","35.60209424","1929","1944","16","1.533","0.048344688","n.a."
"1666560","1","66","AGWEI, RIVER","AT THE MOUTH","SS","7.6333","33.05","-999","-999","","","","","1934","1944","11","50","1934","1944","11","1.036","0.032671296","n.a."
"1670100","1","70","RUVUBU","BAC (MUYINGA)","BI","-2.8417","30.3403","9245.8","1338","","","","","1974","1989","16","0","1974","1989","16","95.824","3.021905664","326.8409077"
"1670101","1","70","RUVUBU","GITEGA","BI","-3.425","29.9333","6212","1408","","","","","1973","1989","17","0.507614213","1973","1989","17","69.443","2.189954448","352.5361314"
"1670102","1","70","RUVUBU","GITONGO","BI","-3.1833","29.8722","2220.7","1485","","","","","1975","1990","16","0","1975","1990","16","24.703","0.779033808","350.8055154"
"1670103","1","70","RUVUBU","BURASIRA","BI","-3.0819","29.9139","1103.7","1513","","","","","1975","1990","16","0","1975","1990","16","12.326","0.388712736","352.1905735"
"1670104","1","70","RUVUBU","KANABUSORO","BI","-3.02916667","29.70972222","426.2","1585","","","","","1975","1990","16","0","1975","1990","16","5.804","0.183034944","429.4578695"
"1670120","1","70","MUBARAZI","MURONGWE","BI","-3.1806","29.925","908.4","1495","","","","","1975","1990","16","0","1975","1990","16","12.232","0.385748352","424.6459181"
"1670125","1","70","KANIGA","DISPENSAIRE","BI","-3.2542","29.81","206.4","1585","","","","","1975","1989","15","0","1975","1989","15","3.301","0.104100336","504.362093"
"1670130","1","70","NDURUMU","SHOMBO","BI","-3.2472","30.0278","779","1458","","","","","1988","1989","2","0","1988","1989","2","n.a.","n.a.","n.a."
"1670140","1","70","RUVYIRONZA","KIBAYA","BI","-3.4019","29.865","1978.4","1470","","","","","1974","1990","17","0","1974","1990","17","23.643","0.745605648","376.873053"
"1670141","1","70","RUVYIRONZA","MUYANGE","BI","-3.3919","29.8606","1505.6","1570","","","","","1986","1990","5","0","1986","1990","5","27.141","0.855918576","568.4900213"
"1670145","1","70","WAGA","MUYANGE","BI","-3.5236","29.8097","662","1570","","","","","1986","1990","5","0","1986","1990","5","12.636","0.398488896","601.9469728"
"1670150","1","70","NYABAHA","MUBUGA","BI","-3.3722","30.0414","933.4","1400","","","","","1973","1990","18","0","1973","1990","18","8.494","0.267866784","286.9796272"
"1670152","1","70","NYAKIJANDA","BUHINDA (K23)","BI","-3.6086","30.0864","216.8","1608","","","","","1975","1990","16","0","1975","1990","16","2.446","0.077137056","355.7982288"
"1670160","1","70","KAYONGOZI","NYANKANDA","BI","-3.2903","30.318","682","1498","","","","","1974","1990","17","0","1974","1990","17","5.958","0.187891488","275.5007155"
"1670170","1","70","KAVURUGA","KAYENZI","BI","-2.9389","30.3642","185.1","1360","","","","","1980","1982","3","0","1980","1982","3","1.177","0.037117872","200.528752"
"1670200","1","70","KANYARU","NGOZI-BUTARE","BI","-2.81","29.7194","1470","1395","","","","","1971","1991","21","0","1971","1991","21","22.902","0.722237472","491.3180082"
"1670210","1","70","NDURUMU","MARANGARA","BI","-2.7444","29.9944","111","1405","","","","","1982","1990","9","38.54166667","1982","1990","9","1.433","0.045191088","407.1269189"
"1673100","1","73","WHITE NILE","MOGRAN","SD","15.61","32.49","1588194","-999","","","","","1973","1982","10","0","1973","1982","10","897.586","28.3062721","17.82293101"
"1673150","1","73","WHITE NILE","DOWNSTREAM OF JEBEL AULIA DAM","SD","15.23","32.5","-999","-999","","","","","1973","1982","10","0","1973","1982","10","878.439","27.7024523","n.a."
"1673500","1","73","WHITE NILE","MELUT","SS","10.43","32.2","-999","-999","","","","","1973","1982","10","0","1973","1982","10","1015.331","32.01947842","n.a."
"1673600","1","73","WHITE NILE","MALAKAL","SS","9.58","31.62","1080000","375","","","","","1912","1982","71","0","1912","1982","71","939.915","29.64115944","27.445518"
"1673650","1","73","WHITE NILE","ABU TONG","SS","9.46","31.12","-999","-999","","","","","1973","1982","10","24.77876106","1973","1982","10","326.926","10.30993834","n.a."
"1673660","1","73","ZERAF, BAHR EZ","KILO 3","SS","9.38","31.17","-999","-999","","","","","1973","1982","10","18.5840708","1973","1982","10","295.552","9.320527872","n.a."
"1673800","1","73","WHITE NILE","MALEK","SS","6.07","31.6","-999","-999","","","","","1973","1982","10","11.66666667","1973","1982","10","774.203","24.41526581","n.a."
"1673900","1","73","WHITE NILE","MONGALLA","SS","5.2","31.77","450000","-999","","","","","1912","1982","71","0","1912","1982","71","1051.059","33.14619662","73.65821472"
"1689100","1","89","ANGUILLES, RIVIERE DES","RIVIERE DES ANGUILLES","MU","-20.492636","57.555538","27.1","85","1989","2010","22","3.507170795","","","","","1989","2010","22","1.55","0.0488808","1803.719557"
"1689200","1","89","CASCADE, RIVER","REDUIT NEAR TRUNK ROAD","MU","-20.238752","57.490949","20.6","295","1989","2010","22","0","","","","","1989","2010","22","0.675","0.0212868","1033.339806"
"1689300","1","89","GRAND RIVER SOUTH EAST","LA PIPE","MU","-20.316584","57.621177","24.2","340","1978","2010","33","3.335557038","1976","1988","13","0","1976","2010","35","0.737","0.023242032","960.4145455"
"1689350","1","89","CREOLES, RIVER DES","RICHE EN EAU","MU","-20.369646","57.649175","46.7","125","1983","1986","4","0","1976","1986","11","0","1976","1986","11","3.394","0.107033184","2291.931135"
"1689380","1","89","LA CHAUX, RIVER","BEAU VALLON","MU","-20.421912","57.698594","59.7","7","1983","1986","4","0","1976","1986","11","0","1976","1986","11","1.547","0.048786192","817.1891457"
"1689400","1","89","GRAND RIVER SOUTH EAST","BEAU CHAMP","MU","-20.275861","57.770367","162.3","25","1983","2010","28","11.11336443","1976","1986","11","35.38461538","1976","2010","35","3.698","0.116620128","718.5466913"
"1689450","1","89","DEEP RIVER","PONT LARDIER","MU","-20.271893","57.743701","24.9","62","1983","1986","4","0","1976","1986","11","0","1976","1986","11","2.567","0.080952912","3251.120964"
"1689500","1","89","SECHE, RIVER","BEL AIR","MU","-20.254698","57.755745","40.1","60","1983","1986","4","0","1976","1986","11","0","1976","1986","11","1.131","0.035667216","889.4567581"
"1726100","1","26","KOUFFO","LANHOUNTA","BJ","7.1","1.88","1680","-999","1951","1984","34","17.971977","1951","1984","34","17.98029557","1951","1984","34","6.073","0.191518128","113.9988857"
"1731400","1","31","PENDJARI","PORGA","BJ","10.2","0.97","22280","-999","1952","1992","41","29.07581179","1952","1992","41","23.40862423","1952","1992","41","62.973","1.985916528","89.13449408"
"1731450","1","31","MAGOU","TIELE","BJ","10.72","1.2","836","-999","1961","1992","32","45.69369682","1961","1992","32","45.23809524","1961","1992","32","5.364","0.169159104","202.3434258"
"1732100","1","32","MONO","ATHIEME","BJ","6.92","1.67","21575","-999","1944","2007","64","35.77541494","1944","1992","49","28.91566265","1944","2007","64","118.308","3.730961088","172.9298303"
"1733100","1","33","OUEME","PONT DE BETEROU","BJ","9.2","2.67","10326","-999","1952","1992","41","20.08135593","1952","1992","41","19.3814433","1952","1992","41","51.935","1.63782216","158.6114817"
"1733200","1","33","ZOU","ATCHERIGBE","BJ","7.53","2.03","6950","-999","1951","1992","42","24.95554238","1951","1992","42","24.24849699","1951","1992","42","25.831","0.814606416","117.2095563"
"1733300","1","33","OUEME","PONT DE SAVE","BJ","8","2.42","23600","-999","1951","1992","42","19.60163567","1951","1992","42","19.43887776","1951","1992","42","110.983","3.499959888","148.3033851"
"1733320","1","33","OKPARA","KABOUA","BJ","8.25","2.72","9600","-999","1951","1992","42","18.02371542","1951","1992","42","17.83567134","1951","1992","42","29.393","0.926937648","96.556005"
"1733400","1","33","ZOU","DOME","BJ","7.12","2.33","8210","-999","1952","1992","41","28.5335869","1952","1992","41","26.44628099","1952","1992","41","23.986","0.756422496","92.13428697"
"1733500","1","33","OUEME","SAGON","BJ","7.17","2.43","37980","-999","1951","1984","34","19.17081531","1951","1984","34","15.90909091","1951","1984","34","159.582","5.032577952","132.5060019"
"1733600","1","33","OUEME","BONOU","BJ","6.9","2.45","46990","-999","1948","2007","60","22.328578","1948","1992","45","24.62406015","1948","2007","60","189.265","5.96866104","127.0198136"
"1733700","1","33","SO","SO-AWA","BJ","6.5","2.4","-999","-999","1952","1980","29","23.35420224","1952","1980","29","23.12138728","1952","1980","29","55.683","1.756019088","n.a."
"1734200","1","34","MEKROU","KEROU","BJ","10.86187","2.049091","-999","-999","1990","1992","3","10.78546307","1990","1992","3","10.71428571","1990","1992","3","11.973","0.377580528","n.a."
"1734300","1","34","MEKROU","KOMPONGOU","BJ","11.4","2.18","5670","255","1960","1992","33","20.66533931","1960","1992","33","19.94949495","1960","1992","33","16.22","0.51151392","90.21409524"
"1734400","1","34","ALIBORI","ROUTE KANDI-BANIKOARA AMONT","BJ","11.23","2.65","8170","215","1952","1965","14","10.16075845","1952","1965","14","10.06289308","1952","1965","14","41.465","1.30764024","160.0538849"
"1734410","1","34","ALIBORI","ROUTE KANDI-BANIKOARA AVAL","BJ","11.23","2.65","8170","215","1962","1992","31","26.90400283","1962","1992","31","25.87601078","1962","1992","31","25.421","0.801676656","98.1244377"
"1734450","1","34","MEKROU","BAROU","BJ","12.35","2.73","10500","173","1961","1979","19","22.46054849","1961","2010","50","69.42567568","1961","2010","50","36.35","1.1463336","109.1746286"
"1734480","1","34","IRANE","KOUTAKOUKROU","BJ","11.05","3.05","1250","-999","1953","1992","40","41.25985341","1953","1992","40","39.06581741","1953","1992","40","4.21","0.13276656","106.213248"
"1734500","1","34","NIGER, RIVER","MALANVILLE","BJ","11.8667","3.3833","1000000","155","1952","2000","49","19.70608261","1952","1992","41","25.05175983","1952","2000","49","1002.226","31.60619914","31.60619914"
"1734550","1","34","SOTA","RTE KANDI-SEGBANA AVAL","BJ","10.98","3.25","8298","190","1973","1986","14","51.5914585","1973","1986","14","51.53374233","1973","1986","14","13.331","0.420406416","50.66358351"
"1734560","1","34","SOTA","RTE KANDI-SEGBANA AMONT","BJ","10.98","3.25","8298","190","1952","1976","25","6.777579276","1952","1976","25","6.12244898","1952","1976","25","28.926","0.912210336","109.9313492"
"1734600","1","34","SOTA","COUBERI","BJ","11.75","3.33","13410","170","1953","1992","40","14.5325133","1953","1992","40","13.89473684","1953","1992","40","32.384","1.021261824","76.15673557"
"1737080","1","37","OUHAM","BOZOUM","CF","6.333333333","16.35","8100","629.22","1987","1988","2","0.273224044","1987","1988","2","0","1987","1988","2","n.a.","n.a.","n.a."
"1737100","1","37","OUHAM","BEA-BAC","CF","6.483333333","17.08333333","13400","485.8","1986","1992","7","35.06825939","1986","1992","7","35.06493506","1986","1992","7","102.829","3.242815344","242.0011451"
"1737150","1","37","OUHAM","BOSSANGOA","CF","6.466666667","17.45","23150","445.48","1986","1992","7","35.99452555","1951","1992","42","45.82484725","1951","1992","42","125.504","3.957894144","170.9673496"
"1737200","1","37","FAFA","BOUCA","CF","6.5","18.26666667","6750","438.1","1986","1994","9","45.55099247","1958","1994","37","46.04651163","1958","1994","37","20.614","0.650083104","96.308608"
"1737210","1","37","OUHAM","BATANGAFO","CF","7.3","18.28333333","43650","394.82","1987","1994","8","61.12631991","1951","1994","44","66.60194175","1951","1994","44","347.825","10.9690092","251.2945979"
"1737250","1","37","GRIBINGUI","KAGA-BANDORO","CF","7","19.18333333","5680","401.54","1986","1988","3","4.103967168","1986","1988","3","4.166666667","1986","1988","3","5.567","0.175560912","30.90861127"
"1737280","1","37","KOUKOUROU","KOUKOUROU","CF","7.2","20.01666667","5720","407.33","1986","1994","9","44.83010596","1954","1994","41","63.17991632","1954","1994","41","10.54","0.33238944","58.11004196"
"1737300","1","37","BAMINGUI","BAMINGUI","CF","7.34","20.11","4380","408","1986","1994","9","60.02737851","1952","1994","43","51.38888889","1952","1994","43","20.511","0.646834896","147.6792"
"1737700","1","37","AOUK, BAHR","GOLONGOSSO","CF","9.016666667","19.15","125000","373","","","","","1952","1974","23","15.90909091","1952","1974","23","75.018","2.365767648","18.92614118"
"1748500","1","48","SANGHA","SALO","CF","3.183333333","16.11666667","68400","373","1985","1994","10","22.20870094","1953","1994","42","34.95934959","1953","1994","42","587.283","18.52055669","270.7683726"
"1749030","1","49","MBALI LIM","BOALI","CF","4.883333333","18.03333333","4410","507","1985","1988","4","0","1949","1988","40","48.93162393","1949","1988","40","28.258","0.891144288","202.0735347"
"1749050","1","49","LOBAYE","M'BATA","CF","3.666666667","18.3","31300","336.47","1986","1994","9","38.93499308","1950","1994","45","32.82149712","1950","1994","45","209.248","6.598844928","210.8257165"
"1749080","1","49","MPOKO","BOSSELE-BALI","CF","4.53333333","18.46666667","10800","349.7","1985","1994","10","37.24893488","1957","1994","38","44.74885845","1957","1994","38","38.661","1.219213296","112.89012"
"1749100","1","49","UBANGI","BANGUI","CF","4.366666667","18.58333333","499000","336","1911","2016","106","16.68951957","1911","1994","84","34.30290873","1911","2016","106","3761.045","118.6083151","237.6920143"
"1749150","1","49","OMBELLA","OMBELLA","CF","5.166666667","18.86666667","3420","375.58","1987","1988","2","8.310249307","1987","1988","2","8.333333333","1987","1988","2","n.a.","n.a.","n.a."
"1749200","1","49","TOMI","SIBUT","CF","5.733333333","19.08333333","3380","398.59","1986","1991","6","37.2972973","1951","1991","41","45.13457557","1951","1991","41","8.937","0.281837232","83.38379645"
"1749400","1","49","BANGUI KETTE","ALINDAO","CF","5.05","21.2","4450","424.23","1987","1994","8","43.99687133","1987","1994","8","41.66666667","1987","1994","8","38.592","1.217037312","273.4915308"
"1749480","1","49","KOTTO","KEMBE","CF","4.6","21.91666667","77750","-7.45","","","","","1948","1973","26","26.33333333","1948","1973","26","422.168","13.31349005","171.2345987"
"1749500","1","49","MBOMOU","BANGASSOU","CF","4.716666667","22.81666667","115000","468.52","1986","1994","9","29.28769018","1986","1994","9","29.47368421","1986","1994","9","803.927","25.35264187","220.4577554"
"1749510","1","49","MBARI","LOUNGOUMBA","CF","4.733333333","22.68333333","28300","469.44","1987","1994","8","55.10363707","1987","1994","8","52.38095238","1987","1994","8","89.409","2.819602224","99.63258742"
"1749550","1","49","CHINKO","RAFAI","CF","4.966666667","23.91666667","52500","507.4","","","","","1952","1973","22","16.06425703","1952","1973","22","402.311","12.6872797","241.6624704"
"1749600","1","49","MBOMOU","ZEMIO","CF","5.033333333","25.15","29300","550.4","1986","1994","9","24.99144129","1952","1994","43","44.8","1952","1994","43","158.873","5.010218928","170.997233"
"1749700","1","49","KERRE","KERRE","CF","5.35","25.75","3740","561.77","1986","1988","3","20.33195021","1986","1988","3","20.83333333","1986","1988","3","n.a.","n.a.","n.a."
"1749800","1","49","OUARRA","OBO","CF","5.4","26.5","5670","-5.46","1985","1994","10","28.3931832","1985","1994","10","27.77777778","1985","1994","10","13.8","0.4351968","76.75428571"
"1769050","1","69","KIBUON, AWACH","OYUGIS-KINDU","KE","-0.37","34.63","540","-999","1978","1980","3","5.565693431","1978","1980","3","5.555555556","1978","1980","3","6.304","0.198802944","368.1536"
"1769100","1","69","NYANDO","AHERO BRIDGE","KE","-0.28","35","2625","-999","1978","1980","3","2.828467153","1978","1980","3","2.777777778","1978","1980","3","16.94","0.53421984","203.51232"
"1769150","1","69","ANOMAT","TWIN BRIDGE","KE","-0.18","35.17","606","-999","1978","1980","3","0.729927007","1978","1980","3","0","1978","1980","3","4.118","0.129865248","214.2990891"
"1769200","1","69","NYANDO","MUHORONI","KE","-0.16","35.16","1419","-999","1978","1980","3","5.727699531","1978","1980","3","5.714285714","1978","1980","3","10.825","0.3413772","240.5758985"
"1789300","1","89","TANA","GARISSA","KE","-0.45","39.7","42220","137","","","","","1934","1975","42","0","1934","1975","42","155.755","4.91188968","116.3403524"
"1812100","1","12","SENEGAL FLEUVE","DAGANA","SN","16.52","-15.5","268000","-999","","","","","1903","1974","72","8.741258741","1903","1974","72","693.097","21.85750699","81.55786191"
"1812300","1","12","SENEGAL FLEUVE","MATAM","SN","15.65","-13.25","230000","-999","","","","","1903","1974","72","0","1903","1974","72","766.009","24.15685982","105.0298253"
"1812500","1","12","SENEGAL FLEUVE","BAKEL","SN","14.9","-12.45","218000","11","1979","1989","11","50.67068163","1904","1989","86","18.75","1904","1989","86","310.811","9.801735696","44.96209035"
"1812600","1","12","FALEME RIVIERE","KIDIRA","SN","14.45","-12.22","28900","20","1979","1989","11","50.42782225","1930","1989","60","21.6407355","1930","1989","60","62.452","1.969486272","68.14831391"
"1813180","1","13","SIMA","SINTHIANG KOUNDARA","SN","13.25","-13.92","495","-999","1981","1984","4","35.2892562","1981","1984","4","35","1981","1984","4","0.011","0.000346896","0.7008"
"1813200","1","13","GAMBIA","GOULOUMBOU","SN","13.47","-13.73","42000","-999","1979","1989","11","51.49601976","1970","1994","25","12.16216216","1970","1994","25","120.882","3.812134752","90.76511314"
"1813250","1","13","NIAOULE","NIAOULE TANOU","SN","13.48","-13.68","1230","10","1979","1985","7","33.34854015","1970","1985","16","13.33333333","1970","1985","16","0.14","0.00441504","3.589463415"
"1813300","1","13","KOULOUNTOU","GUE DU P.N.N.K.","SN","12.78","-13.48","5350","-999","1979","1983","5","69.39203354","1971","1994","24","0","1971","1994","24","27.497","0.867145392","162.0832508"
"1813320","1","13","KOULOUNTOU","MISSIRAH GOUNAS","SN","13.2","-13.62","6200","1.85","","","","","1971","1995","25","1.333333333","1971","1995","25","28.639","0.903159504","145.6708877"
"1813350","1","13","SANDOUGOU","SINTHIOU MALEME","SN","13.82","-13.9","6900","-999","1981","1989","9","75.01711157","1981","1989","9","75","1981","1989","9","n.a.","n.a.","n.a."
"1813400","1","13","NIERI KO","GOUMBEYEL","SN","13.68","-13.17","6800","-999","1981","1983","3","0.821917808","1981","1983","3","0","1981","1983","3","0.09","0.00283824","0.417388235"
"1813450","1","13","GAMBIA","WASSADOU AVAL","SN","13.35","-13.38","33500","4","1979","1989","11","51.46454969","1973","1994","22","23.46153846","1973","1994","22","88.449","2.789327664","83.26351236"
