grdc_no,wmo_reg,sub_reg,river,station,country,latitude,longitude,area,altitude,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr
1112100,1,12,SENEGAL FLEUVE,KAYES,ML,14.45,-11.28,157400,20,1981,1990,10,70.01642935,1951,1990,40,0,1951,1990,40,200.748,6.330788928,40.22102241
1112110,1,12,KOLINBINE,KABATE,ML,14.31,-11.13,25000,-999,1981,1990,10,70.8652793,1981,1990,10,70.83333333,1981,1990,10,5.757,0.181552752,7.26211008
1112200,1,12,FALEME RIVIERE,GOURBASSY,ML,13.23,-11.38,15000,-999,1981,1990,10,71.68674699,1954,1990,37,0,1954,1990,37,57.429,1.811080944,120.7387296
1112300,1,12,SENEGAL FLEUVE,GALOUGO,ML,13.83,-11.13,127000,69,1981,1990,10,70.01642935,1905,1990,86,35.01945525,1905,1990,86,189.209,5.966895024,46.98342539
1112320,1,12,BAKOYE,OUALIA,ML,13.36,-9.23,84400,-999,1981,1990,10,70.01642935,1951,1990,40,29.20168067,1951,1990,40,31.979,1.008489744,11.94893062
1112330,1,12,BAOULE,SIRAMAKANA,ML,13.34,-9.53,58000,-999,1981,1990,10,73.35706462,1972,1990,19,60.96491228,1972,1990,19,8.805,0.27767448,4.787491034
1112340,1,12,BAKOYE,TOUKOTO,ML,13.45,-9.88,16000,-999,1987,1990,4,50.03422313,1952,1990,39,41.59482759,1952,1990,39,16.967,0.535071312,33.441957
1112350,1,12,BAFING,DIBIA,ML,13.14,-10.48,33000,-999,1981,1990,10,81.68127054,1951,1990,40,20.37815126,1951,1990,40,186.401,5.878341936,178.1315738
1112400,1,12,FALEME RIVIERE,FADOUGOU,ML,12.31,-11.23,9300,-999,1981,1990,10,70.01642935,1952,1990,39,6.047516199,1952,1990,39,43.779,1.380614544,148.4531768
1112480,1,12,BAFING,DAKA SAYDOU,ML,12.15,-10.2,15500,-999,1981,1990,10,71.71412924,1952,1990,39,27.37068966,1952,1990,39,142.502,4.493943072,289.9318111
1112500,1,12,BAFING,BAFING MAKANA,ML,12.33,-10.16,21700,-999,1981,1990,10,70.18072289,1981,1990,10,70,1981,1990,10,166.238,5.242481568,241.5890124
1134020,1,34,SANKARANI,GUELELINKORO,ML,11.15,-8.55,23300,-999,1971,1979,9,2.295918367,1971,1979,9,1.941747573,1971,1979,9,256.975,8.1039636,347.8095966
1134030,1,34,"NIGER, RIVER",BANANKORO,ML,11.6833,-8.6667,71750,329,1967,2001,35,20.68320455,1967,1992,26,48.35526316,1967,2001,35,808.004,25.48121414,355.1388731
1134040,1,34,SANKARANI,GOUALA,ML,11.97,-8.23,35300,-999,1954,1990,37,54.11519571,1954,1990,37,38.0952381,1954,1990,37,314.791,9.927248976,281.2251835
1134050,1,34,SANKARANI,SELINGUE,ML,11.58,-8.17,34200,-999,1964,1992,29,36.90111154,1964,2012,49,45.83333333,1964,2012,49,324.946,10.24749706,299.6344168
1134060,1,34,OUASSOULOU,YANFOLILA,ML,11.13,-8.2,4100,-999,1971,1979,9,53.93116514,1971,1979,9,51.92307692,1971,1979,9,23.252,0.733275072,178.8475785
1134080,1,34,BAOULE,MADINA DIASSA,ML,10.8,-7.67,7900,-999,1971,1992,22,50.19399897,1971,1992,22,50.39370079,1971,1992,22,42.151,1.329273936,168.2625235
1134100,1,34,"NIGER, RIVER",KOULIKORO,ML,12.8667,-7.55,120000,290,1907,2006,100,0.831698489,1907,2012,106,16.42969984,1907,2012,106,1372.034,43.26846422,360.5705352
1134110,1,34,BAOULE,BOUGOUNI,ML,11.4,-7.45,15700,-999,1956,1992,37,30.46776233,1956,2012,57,51.56950673,1956,2012,57,98.869,3.117932784,198.5944448
1134150,1,34,BANIFING,KOLONDIEBA,ML,11.07,-6.85,3050,-999,1972,1992,21,60.22682831,1972,1992,21,58.73015873,1972,1992,21,7.169,0.226081584,74.12510951
1134200,1,34,BAOULE,DIOILA,ML,12.52,-6.8,32500,-999,1953,1992,40,31.50334922,1953,1990,38,8.203991131,1953,1992,40,164.773,5.196281328,159.8855793
1134220,1,34,BAGOE,PANKOUROU,ML,11.42,-6.57,31800,-999,1956,1992,37,31.63295657,1956,1992,37,3.189066059,1956,1992,37,190.462,6.006409632,188.880806
1134250,1,34,"NIGER, RIVER",KIRANGO AVAL,ML,13.7167,-6.05,137000,274,1925,2001,77,34.24082643,1925,2012,88,34.83253589,1925,2012,88,1313.736,41.4299785,302.4086022
1134300,1,34,BANI,DOUNA,ML,13.2167,-5.9,101600,270,1922,2001,80,24.84837983,1922,2007,86,35.18518519,1922,2007,86,435.195,13.72430952,135.0817866
1134310,1,34,BANIFING,KOUORO 2,ML,12.02,-6.68,14300,-999,1975,1990,16,61.86784141,1975,1990,16,61.82795699,1975,1990,16,15.584,0.491457024,34.36762406
1134320,1,34,BANIFING,KOUORO 1,ML,12.02,-6.68,-999,-999,1957,1979,23,60.83538084,1957,1979,23,60.6741573,1957,1979,23,63.575,2.0049012,n.a.
1134350,1,34,LOTIO,KLELA,ML,11.68,-5.58,3685,-999,1976,1979,4,33.25320513,1976,1979,4,31.70731707,1976,1979,4,11.686,0.368529696,100.0080586
1134400,1,34,"NIGER, RIVER",KE-MACINA,ML,13.95,-5.37,141000,-999,1953,1992,40,32.49828884,1953,1992,40,33.125,1953,1992,40,1348.439,42.5243723,301.5912929
1134420,1,34,DIAKA,KARA,ML,14.17,-5.02,-999,-999,1952,1990,39,41.25194953,1952,1990,39,41.46868251,1952,1990,39,454.772,14.34168979,n.a.
1134450,1,34,BANI,BENENY-KEGNY,ML,13.38,-4.92,116000,-999,1951,1992,42,44.79524439,1951,2012,62,60.32831737,1951,2012,62,529.481,16.69771282,143.9458001
1134460,1,34,"NIGER, RIVER",TILEMBEYA,ML,14.15,-4.98,143300,-999,1922,1992,71,53.38094868,1922,1992,71,53.30969267,1922,1992,71,876.792,27.65051251,192.9554258
1134480,1,34,BANI,SOFARA,ML,14.02,-4.25,129000,-999,1952,1992,41,26.26869658,1952,1994,43,24.31372549,1952,1994,43,368.55,11.6225928,90.0976186
1134500,1,34,"NIGER, RIVER",NANTAKA (MOPTI),ML,14.53,-4.22,281600,260,1922,2001,80,28.61087144,1922,2012,91,47.03703704,1922,2012,91,994.606,31.36589482,111.3845697
1134505,1,34,BANI,MOPTI,ML,14.53,-4.22,-999,-999,1987,1987,1,0,1944,1992,49,0,1944,1992,49,477.534,15.05951222,n.a.
1134600,1,34,"NIGER, RIVER",AKKA,ML,15.4,-4.23,-999,-999,1987,1990,4,50.03422313,1987,1990,4,50,1987,1990,4,531.673,16.76683973,n.a.
1134620,1,34,TASSAKAN,GOUNDAM,ML,16.42,-3.65,-999,-999,1931,1990,60,45.44952609,1931,1990,60,44.3977591,1931,1990,60,45.704,1.441321344,n.a.
1134630,1,34,"NIGER, RIVER",TONKA,ML,16.13,-3.75,-999,-999,1954,1992,39,58.97326507,1954,1992,39,58.56832972,1954,1992,39,971.755,30.64526568,n.a.
1134650,1,34,BARA-ISSA,SARAFERE,ML,15.82,-3.7,-999,-999,1954,1992,39,36.99865124,1954,1992,39,36.58008658,1954,1992,39,110.715,3.49150824,n.a.
1134700,1,34,"NIGER, RIVER",DIRE,ML,16.2667,-3.3833,340000,256,1924,2003,80,6.971252567,1924,2012,89,18.56738926,1924,2012,89,1009.784,31.84454822,93.66043595
1134705,1,34,"NIGER, RIVER",DIRE,ML,16.13,-3.22,-999,-999,,,,,1924,1988,65,0,1924,1988,65,1011.248,31.89071693,n.a.
1134730,1,34,"NIGER, RIVER",KORYOUME,ML,16.6666,-3.0333,342000,256,1963,2001,39,24.15970962,1963,1992,30,62.32294618,1963,2001,39,680.158,21.44946269,62.71772716
1134850,1,34,"NIGER, RIVER",TOSSAYE,ML,16.93,-0.58,348000,-999,1954,1992,39,33.26238116,1954,1992,39,32.61339093,1954,1992,39,1058.956,33.39523642,95.96332303
1134900,1,34,"NIGER, RIVER",ANSONGO,ML,15.6667,0.5,566000,242,1950,2001,52,24.00715176,1951,2012,62,36.23978202,1950,2012,63,897.618,28.30728125,50.0128644
1147010,1,47,CONGO RIVER,KINSHASA,CD,-4.3,15.3,3475000,-999,1903,2010,108,0.038025705,1903,1983,81,0,1903,2010,108,39863.659,1257.14035,361.7670073
1147011,1,47,CONGO RIVER,PONTHIERVILLE,CD,-0.35,25.45,948500,413.62,1932,1959,28,63.5279163,,,,,1932,1959,28,6703.358,211.3970979,222.8751691
1147012,1,47,CONGO RIVER,KINDU,CD,-2.95,25.916666,810440,419.86,1933,1959,27,62.28577223,,,,,1933,1959,27,2260.049,71.27290526,87.94346931
1147013,1,47,CONGO RIVER,KINSHASA-EAST (LEOPOLDVILLE-EST),CD,-4.136667,15.333333,3747320,272.12,1932,1959,28,63.4008018,,,,,1932,1959,28,38946.524,1228.217581,327.7589266
1147200,1,47,KASAI,KUTU-MOKE,CD,-3.183333,17.383333,737640,302.72,1932,1959,28,63.73325511,,,,,1932,1959,28,8335.911,262.8812893,356.3815537
1147201,1,47,KASAI,PORT-FRANCQUI,CD,-4.333333,20.583333,232560,365.02,1932,1959,28,63.99605328,,,,,1932,1959,28,2102.853,66.31557221,285.1546793
1159100,1,59,ORANGE RIVER,VIOOLSDRIF (27811003),ZA,-28.757778,17.721389,866486,152,1935,2018,84,2.705107084,1935,2001,67,1.637279597,1935,2018,84,246.838,7.784283168,8.983737958
1159105,1,59,ORANGE RIVER,SENDELINGSDRIF,ZA,-28.07583,16.89833,985370,-999,2014,2018,5,0,,,,,2014,2018,5,41.511,1.309090896,1.32852725
1159110,1,59,VISRIVIER-OOS,HARDEHEUWEL (27814003),ZA,-31.806667,20.357778,1502,1077,1927,2018,92,0.339512664,,,,,1927,2018,92,0.567,0.017880912,11.90473502
1159120,1,59,RENOSTERRIVIER,BONEKRAAL (27814011),ZA,-31.815278,20.578056,1679,1140,1963,2018,56,11.80289171,,,,,1963,2018,56,0.224,0.007064064,4.207304348
1159130,1,59,SAK,HOL PADS LEEGTE (27814016),ZA,-30.474444,20.519167,40073,919,1973,2018,46,1.552664708,,,,,1973,2018,46,1.931,0.060896016,1.519627081
1159131,1,59,SAK,WINDHOEK (27814013),ZA,-31.366111,21.322222,13116,1093,1958,1998,41,7.410462638,,,,,1958,1998,41,1.046,0.032986656,2.514993596
1159300,1,59,ORANGE RIVER,UPINGTON,ZA,-28.457778,21.239167,364560,-999,1942,2018,77,2.656839835,1942,2001,60,0.988700565,1942,2018,77,207.983,6.558951888,17.99141949
1159301,1,59,ORANGE RIVER,PRIESKA (27815102),ZA,-29.651667,22.745833,339310,947,1959,2018,60,7.538843431,,,,,1959,2018,60,172.787,5.449010832,16.05909296
1159302,1,59,ORANGE RIVER,MARKSDRIFT (27815208),ZA,-29.161944,23.695833,99316,997,1962,2018,57,9.755266871,,,,,1962,2018,57,141.561,4.464267696,44.95013589
1159303,1,59,ORANGE RIVER,VLUYTJESKRAAL (27815205),ZA,-29.814722,24.4375,92346,1095,1922,1989,68,7.445632142,,,,,1922,1989,68,38.433,1.212023088,13.12480333
1159310,1,59,RENOSTERSPRUIT,SHANNON VALLEY (27817207),ZA,-29.144167,26.318056,348,1350,1923,2018,96,6.960456537,,,,,1923,2018,96,0.23,0.00725328,20.84275862
1159320,1,59,RIET,KROMDRAAI (27817212),ZA,-29.658056,25.972778,2381,1319,1954,2018,65,6.515940556,,,,,1954,2018,65,0.822,0.025922592,10.88727089
1159321,1,59,RIET,RIVIERA (27817208),ZA,-29.8125,26.2117,596,1392,1931,1986,56,9.47661969,,,,,1931,1986,56,0.366,0.011542176,19.36606711
1159325,1,59,OSPOORTSPRUIT,OS POORT (27817209),ZA,-29.9025,26.214444,191,1417,1931,1986,56,1.62202381,,,,,1931,1986,56,0.018,0.000567648,2.971979058
1159400,1,59,HARTS,TAUNG (27817303),ZA,-27.573333,24.745833,11044,1091,1923,2018,96,1.930446308,,,,,1923,2018,96,1.191,0.037559376,3.400885187
1159410,1,59,VETRIVIER,FLOORSDRIFT (27817502),ZA,-27.840278,25.904444,17754,1237,1935,1972,38,2.417598919,,,,,1935,1972,38,10.091,0.318229776,17.92439878
1159500,1,59,VAAL RIVER,DE HOOP 65,ZA,-28.498889,24.603056,120982,-999,1909,2001,93,1.713553463,1909,1986,78,30.73593074,1909,2001,93,1.137,0.035856432,0.296378238
1159510,1,59,VALSRIVIER,GROOTDRAAI (27817602),ZA,-27.398333,26.613056,7801,1259,1950,2018,69,71.77275672,,,,,1950,2018,69,0.611,0.019268496,2.470003333
1159511,1,59,VALSRIVIER,MOOIFONTEIN (27817603),ZA,-27.399722,26.625556,7794,1259,1967,2010,44,1.282542113,,,,,1967,2010,44,3.683,0.116147088,14.90211547
1159512,1,59,VALSRIVIER,KLIPFONTEIN (27817604),ZA,-27.935556,27.996389,863,1530,1964,1988,25,6.543024997,,,,,1964,1988,25,0.232,0.007316352,8.477812283
1159520,1,59,HEUNINGSPRUIT,DANKBAAR (27817703),ZA,-27.355833,27.285556,905,1357,1947,2018,72,0.964070002,,,,,1947,2018,72,0.442,0.013938912,15.40211271
1159530,1,59,LEEWDORINGSPRUIT,KLIPSPRUIT (27817465),ZA,-27.37,26.350556,867,1249,1970,2008,39,0.536212722,,,,,1970,2008,39,0.161,0.005077296,5.85616609
1159540,1,59,SANDSPRUIT,LEEGTE (27817467),ZA,-27.560556,26.233333,1895,1240,1971,2004,34,1.797154505,,,,,1971,2004,34,0.068,0.002144448,1.131634828
1159600,1,59,STROMBERGSPRUIT,DIEP KLOOF,ZA,-31.04,26.34,2400,-999,1977,1981,5,2.395619439,1977,1981,5,2.083333333,1977,1981,5,0.153,0.004825008,2.01042
1159601,1,59,WONDERBOOMSPRUIT,DIEPKLOOF (27819101),ZA,-31.000833,26.353056,2397,1376,1912,2018,107,2.11262156,1912,2001,90,18.49765258,1912,2018,107,1.114,0.035131104,14.65628035
1159650,1,59,ORANGE RIVER,ALIWAL NOORD (27819103),ZA,-30.678056,26.716389,37070,1298,1914,2018,105,0.848874262,1915,2001,87,0,1914,2018,105,136.327,4.299208272,115.9754052
1159651,1,59,ORANGE RIVER,ORANJEDRAAI (27819109),ZA,-30.336389,27.358333,24745,1394,1960,2018,59,2.726502166,,,,,1960,2018,59,122.867,3.874733712,156.5865311
1159660,1,59,KRAAIRIVIER,ROODEWAL (27819111),ZA,-30.830556,26.920556,8689,1320,1965,2018,54,5.622841829,,,,,1965,2018,54,20.544,0.647875584,74.56273265
1159670,1,59,LITTLE CALEDON RIVER,THE POPLARS (27818012),ZA,-28.694722,28.234722,522,-999,1968,2018,51,2.308236703,,,,,1968,2018,51,0.989,0.031189104,59.74924138
1159800,1,59,VAAL RIVER,ELANDSFONTEIN ENGELBRECHTSDRIFT,ZA,-26.820222,28.063306,38564,-999,1915,1993,79,10.79414032,1915,1993,79,9.904153355,1915,1993,79,47.538,1.499158368,38.87455575
1159810,1,59,WILGERIVIER,SLABBERTS (27817822),ZA,-27.298333,28.495556,15522,1498,1961,2008,48,5.33403905,,,,,1961,2008,48,30.023,0.946805328,60.99763742
1159820,1,59,CORNELISRIVIER,C8H003 (27817803),ZA,-27.847778,28.945,864,1091,1954,2018,65,7.502861261,,,,,1954,2018,65,1.253,0.039514608,45.7345
1159825,1,59,VAALBANKSPRUIT,VOORSPOED (27817812),ZA,-28.085,28.836667,393,1597,1971,2018,48,1.562867215,,,,,1971,2018,48,0.394,0.012425184,31.61624427
1159830,1,59,ELANDSRIVIER,C8H005 (27817805),ZA,-28.375556,28.861667,690,-999,1963,2018,56,6.524021397,,,,,1963,2018,56,3.189,0.100568304,145.7511652
1159850,1,59,RIETFONTEINSPRUIT,RIETFONTEIN (27817428),ZA,-26.248056,27.589444,32,1602,1957,1993,37,0.347383048,,,,,1957,1993,37,0.026,0.000819936,25.623
1159855,1,59,KOCKSOORTDSPRUIT,MIDDELVLEI (27817427),ZA,-26.233611,27.651944,5,1630,1957,1992,36,2.030970353,,,,,1957,1992,36,0.002,0.000063072,12.6144
1159860,1,59,MIDDELVLEISPRUIT,MIDDELVLEI (27817426),ZA,-26.232778,27.668611,26,1614,1957,1996,40,13.14068762,,,,,1957,1996,40,0.011,0.000346896,13.34215385
1159900,1,59,KLIPRIVIER,DELANGESDRIFT,ZA,-27.169444,29.233056,4152,-999,1906,2018,113,4.855222969,1906,2001,96,2.624671916,1906,2018,113,5.363,0.169127568,40.734
1159910,1,59,WATERVALRIVIER,ELANDSLAAGTE (27817908),ZA,-26.861389,28.884444,2239,1520,1973,2018,46,4.615384615,,,,,1973,2018,46,3.657,0.115327152,51.5083305
1160100,1,60,RIVIERSONDEREND,DWARSHOEK (27694403),ZA,-34.0775,19.29,502,307,1932,1974,43,6.293478968,,,,,1932,1974,43,5.608,0.176853888,352.2985817
1160101,1,60,RIVIERSONDEREND,SWARTE WATER (27694408),ZA,-34.062222,19.072222,39,380,1964,1992,29,0.945216049,,,,,1964,1992,29,1.937,0.061085232,1566.288
1160110,1,60,JAKKALSRIVIER,LEBANON FOREST RES. (27711209),ZA,-34.166111,19.1325,2,467,1964,1992,29,0.361222298,,,,,1964,1992,29,0.012,0.000378432,189.216
1160111,1,60,KLEIN-JAKKALSRIVIER,LEBANON FOREST RES. (27711208),ZA,-34.153611,19.135556,1,754,1964,1992,29,0.751219512,,,,,1964,1992,29,0.023,0.000725328,725.328
1160115,1,60,KLEINRIVIER,HAGEDISBERG OUTSPAN (27711206),ZA,-34.405278,19.595833,599,55,1963,2018,56,0.587480253,,,,,1963,2018,56,0.982,0.030968352,51.70008681
1160120,1,60,SOUTRIVIER,KYKOEDY (27711108),ZA,-34.291667,20.022778,381,140,1964,2018,55,0.256088376,,,,,1964,2018,55,0.139,0.004383504,11.50525984
1160200,1,60,SWART-DORINGRIVIER,BRUINTJIESHOOGTE (27713201),ZA,-30.823889,18.1175,2351,175,1967,2018,52,7.405833289,1967,2001,35,9.046454768,1967,2018,52,0.024,0.000756864,0.321932795
1160210,1,60,JONKERSHOEKRIVIER,JONKERSHOEK (27711308),ZA,-33.986389,18.955556,20,299,1947,1995,49,2.763632202,,,,,1947,1995,49,0.994,0.031346784,1567.3392
1160220,1,60,LEEURIVIER,LEEUW (27712207),ZA,-32.780278,19.283056,267,837,1970,2018,49,6.744934244,1970,2001,32,7.486631016,1970,2018,49,1.465,0.04620024,173.0346067
1160230,1,60,JAN DISSELSRIVIER,CLANWILLIAM (27712306),ZA,-32.211667,18.936667,163,116,1971,2018,48,10.05634775,,,,,1971,2018,48,1.366,0.043078176,264.2832883
1160235,1,60,DORINGRIVIER,MELKBOOM,ZA,-31.8625,18.68639,24044,-999,1927,2018,92,1.26839775,,,,,1927,2018,92,11.892,0.375026112,15.5974926
1160240,1,60,KLEIN-BERGRIVIER,MOUNTAIN VIEW (27711421),ZA,-33.184722,19.155278,19,345,1968,2018,51,7.150197415,,,,,1968,2018,51,0.465,0.01466424,771.8021053
1160245,1,60,VIER-EN-TWINTIG-RIVIERE,DRI-DAS-BOSCH (27711428),ZA,-33.134444,19.060556,183,130,1972,2018,47,2.191070798,,,,,1972,2018,47,2.861,0.090224496,493.0300328
1160250,1,60,DIEPRIVIER,MALMESBURY (27711312),ZA,-33.463889,18.740278,246,117,1965,2018,54,0.321641905,,,,,1965,2018,54,0.317,0.009996912,40.63785366
1160255,1,60,MOSSELBANKRIVIER,KLIPPHEUWEL (27711313),ZA,-33.705,18.699722,473,59,1966,1986,21,4.023926047,,,,,1966,1986,21,0.491,0.015484176,32.73610148
1160257,1,60,SILWERSTROOMRIVIER,BUFFELS RIVER (27711318),ZA,-33.581944,18.361944,23,14,1974,1993,20,5.927230047,,,,,1974,1993,20,0.022,0.000693792,30.16486957
1160260,1,60,BERGRIVIER,FARM 187 (27711407),ZA,-33.808611,18.984167,726,140,1951,1977,27,10.64364207,,,,,1951,1977,27,16.011,0.504922896,695.4860826
1160265,1,60,KLEIN-BERGRIVIER,NIEUWKLOOF (27711408),ZA,-33.313889,19.074444,395,93,1954,2018,65,3.06889087,,,,,1954,2018,65,2.178,0.068685408,173.8871089
1160270,1,60,WATERVALRIVIER,WATERVALSBERGE (27711412),ZA,-33.352222,19.100278,35,277,1964,1996,33,1.679168087,,,,,1964,1996,33,0.435,0.01371816,391.9474286
1160271,1,60,WATERVALRIVIER,WATERVALSBERGE (27711411),ZA,-33.379444,19.149444,27,181,1964,2018,55,1.034136546,,,,,1964,2018,55,0.434,0.013686624,506.912
1160275,1,60,KNOLVLEISPRUIT,KNOLVLEI BOS RES. (27711410),ZA,-33.388056,19.159167,10,176,1964,2018,55,1.200884333,,,,,1964,2018,55,0.017,0.000536112,53.6112
1160276,1,60,BRAKKLOOFSPRUIT,KNOLVLEI BOS RES. (27711409),ZA,-33.390556,19.171389,5,194,1964,2018,55,2.806084032,,,,,1964,2018,55,0.013,0.000409968,81.9936
1160280,1,60,ZACHARIASHOEKSPRUIT,ZACHARIASHOEK (27711414),ZA,-33.8275,19.034722,3,321,1964,2018,55,30.7320268,,,,,1964,2018,55,0.036,0.001135296,378.432
1160281,1,60,ZACHARIASHOEKSPRUIT,ZACHARIASHOEK (27711417),ZA,-33.826389,19.027778,2,440,1964,1988,25,0.204359673,,,,,1964,1988,25,0.021,0.000662256,331.128
1160285,1,60,KASTEELKLOOFSPRUIT,LOWER ZACHARIASHOEK (27711416),ZA,-33.821944,19.058889,3,280,1964,2018,55,38.60647892,,,,,1964,2018,55,0.088,0.002775168,925.056
1160286,1,60,KASTEELKLOOFSPRUIT,UPPER ZACHARIASHOEK (27711415),ZA,-33.815278,19.061111,2,358,1964,1988,25,0.068127626,,,,,1964,1988,25,0.049,0.001545264,772.632
1160287,1,60,BAKKERSKLOOFSPRUIT,ZACHARIASHOEK (27711418),ZA,-33.8225,19.046389,4,288,1964,2018,55,29.86044637,,,,,1964,2018,55,0.07,0.00220752,551.88
1160290,1,60,BANGHOEKRIVIER,JONKERSHOEK (27711419),ZA,-33.9125,18.943889,30,259,1968,2018,51,7.254082795,,,,,1968,2018,51,0.495,0.01561032,520.344
1160295,1,60,FRANSCHHOEKRIVIER,LE MOUILLAGE (27711403),ZA,-33.890556,19.078889,46,199,1949,2018,70,6.911753129,,,,,1949,2018,70,0.72,0.02270592,493.6069565
1160300,1,60,BREE,CERES TOEKEN GEB.,ZA,-33.380556,19.301389,657,441,1923,2018,96,3.101484936,1923,2001,79,2.771855011,1923,2018,96,3.299,0.104037264,158.352
1160301,1,60,BREE,CERES TOEKEN GEB.,ZA,-33.421667,19.266944,753,294,1950,2018,69,4.078127496,1950,2001,52,4.723127036,1950,2018,69,7.402,0.233429472,309.9992988
1160302,1,60,BREE,OUDE PONT (27694301),ZA,-34.070278,20.39,9854,77,1912,1940,29,0.899667514,,,,,1912,1940,29,39.789,1.254785904,127.3377211
1160310,1,60,KOEKEDOURIVIER,CERES (27694913),ZA,-33.359444,19.298056,52,455,1965,2018,54,2.465291956,,,,,1965,2018,54,0.566,0.017849376,343.2572308
1160315,1,60,ROOIELSKLOOFRIVIER,ROODE ELS BERG (27694805),ZA,-33.461667,19.617222,16,482,1969,2018,50,0.563207495,,,,,1969,2018,50,0.229,0.007221744,451.359
1160317,1,60,WITRIVIER,DROSTERSKLOOF (27694907),ZA,-33.568333,19.144722,85,273,1950,2018,69,2.831243511,,,,,1950,2018,69,3.982,0.125576352,1477.368847
1160318,1,60,HOLSLOOT,D/S DASHBOCH RIVER (27694912),ZA,-33.756667,19.329722,152,296,1963,1986,24,1.695518141,,,,,1963,1986,24,1.3,0.0409968,269.7157895
1160320,1,60,DORINGRIVIER,ELANDS DRIFT - ASPOORT (27712202),ZA,-32.502778,19.535,6895,389,1923,2018,96,3.677502506,1923,2001,79,2.665245203,1923,2018,96,8.199,0.258563664,37.50016882
1160324,1,60,WILLEM NELSRIVIER,LANGEVALLEY (27694705),ZA,-33.763889,19.850833,24,558,1950,1981,32,0.405626996,,,,,1950,1981,32,0.185,0.00583416,243.09
1160325,1,60,HOEKSRIVIER,HOEKSBERG (27694709),ZA,-34.010278,19.837778,18,336,1967,1992,26,10.3291959,,,,,1967,1992,26,0.041,0.001292976,71.832
1160327,1,60,WATERKLOOFSPRUIT,POESJENELS RIVER (27694712),ZA,-33.954167,19.587222,15,370,1969,1992,24,2.934244638,,,,,1969,1992,24,0.022,0.000693792,46.2528
1160328,1,60,WATERKLOOF,WAGGENSBOOMS KLOOF (27694410),ZA,-33.983333,19.329167,15,405,1969,2018,50,2.722513089,,,,,1969,2018,50,0.062,0.001955232,130.3488
1160330,1,60,KRUISRIVIER,TWEEKUILEN (27711501),ZA,-32.601667,18.749444,660,51,1970,2009,40,3.235067572,,,,,1970,2009,40,0.345,0.01087992,16.48472727
1160331,1,60,ELANDSRIVIER,TWIST NIET (27694406),ZA,-33.964722,19.291389,56,389,1964,1982,19,0.657222141,,,,,1964,1982,19,0.876,0.027625536,493.3131429
1160332,1,60,DUTOITSRIVIER,PURGATORY UITSPAN (27694407),ZA,-33.938611,19.170556,46,389,1964,1992,29,0.797846775,,,,,1964,1992,29,1.189,0.037496304,815.1370435
1160340,1,60,HEXRIVIER,NEW GLEN HEATLIE (27694801),ZA,-33.562222,19.51,699,302,1927,1989,63,2.0011588,,,,,1927,1989,63,1.569,0.049479984,70.78681545
